STOP_ID,TRF_DISTRICT_CODE,BAY_CODE,BEARING_CODE,ON_STREET_NAME,INTERSECTION_LOC,HASTUS_CROSS_STREET_NAME,KCM_MANAGED_EQUIPMENT,ROUTE_LIST,NUM_SHELTERS,STOP_STATUS,GISOBJID,lon,lat,is_hotspot,compactor,has_trash,notes
61150,SW,,S,Pacific Hwy S,Far side,S 216th St,YES,A,1,ACT,5815,-122.2984712,47.40775486,FALSE,FALSE,FALSE,
61170,SW,,S,Pacific Hwy S,Far middle,S 224th St,YES,A,1,ACT,5817,-122.2972102,47.39994225,FALSE,FALSE,FALSE,
61180,SE,,S,Pacific Hwy S,Near side,S 240th St,YES,165 A,2,ACT,5818,-122.296367,47.38756927,FALSE,FALSE,FALSE,
61230,SE,,S,Pacific Hwy S,Far middle,S 268th St,YES,A,1,ACT,5825,-122.3081106,47.36076137,FALSE,FALSE,FALSE,
61240,SW,,S,Pacific Hwy S,Far side,S 272nd St,YES,A,1,ACT,5826,-122.3099562,47.35723827,FALSE,FALSE,FALSE,
61243,SW,,S,Pacific Hwy S,Far side,S 276th St,YES,A,1,ACT,5827,-122.3115554,47.35414447,FALSE,FALSE,FALSE,
61270,SW,,S,Pacific Hwy S,Far side,S 288th St,YES,A,1,ACT,5828,-122.3124741,47.34297232,FALSE,FALSE,FALSE,
61280,SW,,S,Pacific Hwy S,Far side,S Dash Point Rd,YES,A,1,ACT,5829,-122.3122616,47.33517279,FALSE,FALSE,FALSE,
61300,SW,,S,Pacific Hwy S,Far side,S 308th St,YES,901 A,1,ACT,5831,-122.3134312,47.32561842,FALSE,FALSE,FALSE,
61310,SW,,S,Pacific Hwy S,Far side,S 312th St,YES,A,1,ACT,5832,-122.3135369,47.32208646,FALSE,FALSE,FALSE,
61332,SW,,E,S 320th St,Far side,20th Ave S,YES,181 187,1,ACT,5836,-122.3078344,47.31505152,FALSE,FALSE,FALSE,
61335,SW,,S,23rd Ave S,Far side,S 322nd St,YES,182 903,1,ACT,5837,-122.3035374,47.3125064,FALSE,FALSE,FALSE,
61338,SW,,W,S 324th St,Near side,17th Ave S,YES,182 903,1,ACT,5839,-122.3104779,47.3117157,FALSE,FALSE,FALSE,
61342,SW,,S,Pacific Hwy S,Far side,S 330th St,YES,182,1,ACT,5842,-122.3135833,47.30548153,FALSE,FALSE,FALSE,
61360,SW,,S,Pacific Hwy S,Far side,S 336th St,YES,,1,ACT,5843,-122.3135856,47.3004316,FALSE,FALSE,FALSE,
61368,SW,,W,S Federal Way P&R AcRd,Near side,9th Ave S,YES,,1,ACT,5848,-122.3223305,47.28902617,FALSE,FALSE,FALSE,
61420,SW,,W,SW 320th St,Near side,47th Ave SW,YES,187,1,ACT,5858,-122.3913269,47.31527569,FALSE,FALSE,FALSE,
62079,SE,,E,SE 264th St,Near side,242nd Ave SE,YES,168,1,ACT,100000862,-122.0190321,47.36516556,FALSE,FALSE,FALSE,
62089,SE,,W,SE 272nd St,Far side,213th Pl SE,YES,168,1,ACT,5929,-122.0576717,47.35806961,FALSE,FALSE,FALSE,
62151,SE,,W,SE 272nd St,Near middle,172nd Ave SE,YES,168,1,ACT,5958,-122.1105628,47.35823449,FALSE,FALSE,FALSE,
62157,SE,,W,SE 272nd St,Far side,169th Pl SE,YES,168,1,ACT,5962,-122.1161594,47.35823265,FALSE,FALSE,FALSE,
62177,SE,,W,SE 256th St,Far side,132nd Ave SE,YES,914,1,ACT,5973,-122.166288,47.37250268,FALSE,FALSE,FALSE,
62190,SE,,W,SE 256th St,Far middle,113th Ave SE,YES,914,1,ACT,5980,-122.1922913,47.37257509,FALSE,FALSE,FALSE,
62194,SE,,W,SE 256th St,Far side,109th Ave SE,YES,914,1,ACT,5981,-122.1972863,47.37265873,FALSE,FALSE,FALSE,
62196,SE,,W,SE 256th St,Near side,SE Kent-Kangley Rd,YES,914,1,ACT,5982,-122.2003859,47.37264824,FALSE,FALSE,FALSE,
62198,SE,,W,SE 256th St,Near side,101st Ave SE,YES,160 162 168,1,ACT,5983,-122.2058662,47.3726124,FALSE,FALSE,FALSE,
62213,SE,,W,E Smith St,Far side,State Ave N,YES,160 168,1,ACT,5988,-122.2303191,47.38338018,FALSE,FALSE,FALSE,
62216,SE,,S,State Ave N,Near side,E Smith St,YES,160 162 168,1,ACT,100000864,-122.2298818,47.38363481,FALSE,FALSE,FALSE,
62234,SE,,E,SE 256th St,Far side,101st Ave SE,YES,160 162 168,1,ACT,5994,-122.2060119,47.37247573,FALSE,FALSE,FALSE,
62236,SE,,E,SE 256th St,Near side,106th Ave SE,YES,914,1,ACT,5995,-122.1998616,47.37251144,FALSE,FALSE,FALSE,
62287,SE,,W,SE 272nd St,Far side,150th Pl SE,YES,168,1,ACT,6016,-122.1412296,47.3580805,FALSE,FALSE,FALSE,
62339,E,,W,NE 65th St,Far side,188th Ave NE,YES,269,1,ACT,6052,-122.0878501,47.66350469,FALSE,FALSE,FALSE,
62370,E,,N,Mercer Village Shpg Ctr AcRd,Near side,SE 68th St,YES,204 630,1,ACT,6058,-122.2242389,47.54188654,FALSE,FALSE,FALSE,
63330,E,,N,Island Crest Way,Far side,SE 47th St,YES,204 630,1,ACT,6151,-122.2221905,47.56211091,FALSE,FALSE,FALSE,
63350,E,,N,86th Ave SE,Far side,SE 45th St,YES,204 630,1,ACT,6154,-122.2241419,47.56585996,FALSE,FALSE,FALSE,
63370,E,,N,86th Ave SE,Far side,SE 42nd St,YES,204 630,1,ACT,6156,-122.2241495,47.57115318,FALSE,FALSE,FALSE,
63380,E,,N,86th Ave SE,Near side,SE 40th St,YES,204 630,1,ACT,6157,-122.2241529,47.57370561,FALSE,FALSE,FALSE,
64275,E,,W,SE Fall City-Snoqualmie Rd,Near side,356th Ave SE,YES,629,1,ACT,6230,-121.8652663,47.56253797,FALSE,FALSE,FALSE,
64370,E,,E,SE 42nd Pl,Far side,334th Pl SE,YES,629,1,ACT,6250,-121.8939334,47.56891604,FALSE,FALSE,FALSE,
64399,E,,S,Railroad Ave SE,Far side,SE River St,YES,208 629,1,ACT,6267,-121.8240944,47.52693697,FALSE,FALSE,FALSE,
64413,E,,W,SE Ridge St,At cross st,Center Blvd SE,YES,208,1,ACT,6273,-121.8738199,47.53164228,FALSE,FALSE,FALSE,
64450,E,,S,Maple St NW,Far side,NW Gilman Blvd,YES,208 271,1,ACT,6296,-122.0509963,47.54357791,FALSE,FALSE,FALSE,
64451,E,,N,Maple St NW,Near side,NW Gilman Blvd,YES,208 271,1,ACT,6297,-122.0512805,47.54326448,FALSE,FALSE,FALSE,
64502,E,,W,E Sunset Way,Near side,1st Ave NE,YES,554E,1,ACT,6320,-122.0350039,47.53017088,FALSE,FALSE,FALSE,
64545,E,1,S,Issaquah Highlands P&R AcRd,Opposite to,9th Ave NE,YES,203 269,1,ACT,6324,-122.0200325,47.5459577,FALSE,FALSE,FALSE,
64546,E,2,N,Issaquah Highlands P&R AcRd,Opposite to,Highlands Dr NE,YES,,1,ACT,6325,-122.0191429,47.54601798,FALSE,FALSE,FALSE,
64549,E,,S,9th Ave NE,Far side,NE Ellis Dr,YES,218 554E 556E,1,ACT,100000865,-122.0203431,47.54057391,FALSE,FALSE,FALSE,
64594,E,,W,West Lake Sammamish Pkwy SE,Near side,188th Ave SE,YES,271,1,ACT,6358,-122.0893799,47.56186703,FALSE,FALSE,FALSE,
64660,E,,W,SE Newport Way,Near side,152nd Ave SE,YES,203 271,1,ACT,6369,-122.1363143,47.57034067,FALSE,FALSE,FALSE,
64845,E,,E,SE Newport Way,Far side,Factoria Blvd SE,YES,203,1,ACT,6389,-122.1686453,47.56827793,FALSE,FALSE,FALSE,
64870,E,,E,SE Allen Rd,Far side,SE Newport Way,YES,989E,1,ACT,6394,-122.1584178,47.57154885,FALSE,FALSE,FALSE,
65323,E,,W,SE Eastgate Way,Near side,160th Ave SE,YES,271,1,ACT,6489,-122.1307234,47.57945527,FALSE,FALSE,FALSE,
65480,E,,W,SE 60th St,Far side,123rd Ave SE,YES,240,1,ACT,6501,-122.1760663,47.54984716,FALSE,FALSE,FALSE,
65500,E,,N,119th Ave SE,Far side,SE 58th St,YES,240,1,ACT,6503,-122.1789742,47.55204304,FALSE,FALSE,FALSE,
65630,E,,S,119th Ave SE,Near side,SE 58th St,YES,240,1,ACT,6516,-122.1792312,47.55164681,FALSE,FALSE,FALSE,
66700,E,,E,NE 24th St,Far side,162nd Ave NE,YES,222 226,1,ACT,6528,-122.1235842,47.63132394,FALSE,FALSE,FALSE,
66710,E,,S,164th Ave NE,Far side,NE 24th St,YES,226,1,ACT,6529,-122.1217599,47.63087382,FALSE,FALSE,FALSE,
67021,E,,S,142nd Pl SE,Near side,SE 36th St,YES,212 240,1,ACT,100012357,-122.1511764,47.5787112,FALSE,FALSE,FALSE,
67022,E,,S,142nd Pl SE,Far side,SE 32nd St,YES,212 240,1,ACT,6569,-122.1511477,47.58189789,FALSE,FALSE,FALSE,
67023,E,,N,142nd Pl SE,Far side,SE 36th St,YES,212 240,1,ACT,100012348,-122.1509727,47.57882543,FALSE,FALSE,FALSE,
67300,E,,N,164th Ave NE,Far side,NE 20th St,YES,226,1,ACT,6608,-122.1209966,47.62806107,FALSE,FALSE,FALSE,
67470,E,,W,NE 8th St,Far side,156th Ave NE,YES,223,1,ACT,6623,-122.1328861,47.61707195,FALSE,FALSE,FALSE,
67500,E,,W,NE 8th St,Far side,148th Ave NE,YES,B,1,ACT,6625,-122.1438402,47.61711797,FALSE,FALSE,FALSE,
67510,E,,W,NE 8th St,Far side,143rd Ave NE,YES,B,1,ACT,6626,-122.1503588,47.61719463,FALSE,FALSE,FALSE,
67520,E,,W,NE 8th St,Far side,140th Ave NE,YES,B,2,ACT,6627,-122.1544594,47.61722579,FALSE,FALSE,FALSE,
67540,E,,W,NE 8th St,Far side,134th Ave NE,YES,B,1,ACT,6629,-122.1632846,47.61727079,FALSE,FALSE,FALSE,
67570,E,,W,NE 8th St,Far side,124th Ave NE,YES,B,1,ACT,6632,-122.1759607,47.61740656,FALSE,FALSE,FALSE,
67580,E,,W,NE 8th St,Far side,120th Ave NE,YES,B,1,ACT,6633,-122.1811305,47.61738383,FALSE,FALSE,FALSE,
67595,E,,E,NE 10th St,Near side,116th Ave NE,YES,226 250,1,ACT,9379,-122.1871052,47.61915274,FALSE,FALSE,FALSE,
67620,E,,S,Bellevue Way NE,Far side,NE 4th St,YES,550E 556E,1,ACT,6638,-122.201699,47.613391,FALSE,FALSE,FALSE,
67650,E,,S,Bellevue Way SE,Far middle,SE 3rd St,YES,550E 556E,1,ACT,6643,-122.2015091,47.60709289,FALSE,FALSE,FALSE,
67700,E,,S,Bellevue Way SE,Far side,SE 11th St,YES,550E 556E,1,ACT,6650,-122.1998487,47.59990954,FALSE,FALSE,FALSE,
67720,E,,S,Bellevue Way SE,Near side,SE 16th St,YES,550E 556E,1,ACT,6651,-122.1984434,47.59671644,FALSE,FALSE,FALSE,
68020,E,,N,Bellevue Way SE,Near side,SE 3rd St,YES,550E 556E,1,ACT,6684,-122.2013229,47.60787493,FALSE,FALSE,FALSE,
68085,E,,E,NE 8th St,Far side,116th Ave NE,YES,B,1,ACT,6701,-122.184829,47.61723359,FALSE,FALSE,FALSE,
68100,E,,E,NE 8th St,Far side,124th Ave NE,YES,B,1,ACT,6703,-122.1743471,47.61726545,FALSE,FALSE,FALSE,
68130,E,,E,NE 8th St,Far side,131st Ave NE,YES,B,1,ACT,6706,-122.1623402,47.61712745,FALSE,FALSE,FALSE,
68150,E,,E,NE 8th St,Far side,140th Ave NE,YES,B,1,ACT,6709,-122.1530809,47.61707782,FALSE,FALSE,FALSE,
68160,E,,E,NE 8th St,Far side,143rd Ave NE,YES,B,1,ACT,6710,-122.1489397,47.61704269,FALSE,FALSE,FALSE,
68180,E,,E,NE 8th St,Far side,148th Ave NE,YES,223 B,1,ACT,6713,-122.1420116,47.6169682,FALSE,FALSE,FALSE,
68360,E,,N,156th Ave NE,Far side,Northup Way,YES,226 245,1,ACT,6744,-122.1322574,47.62876145,FALSE,FALSE,FALSE,
68390,E,,S,156th Ave NE,Far middle,NE 24th St,YES,226 245 B,1,ACT,6747,-122.1324538,47.63078162,FALSE,FALSE,FALSE,
68391,E,,S,156th Ave NE,Far side,NE 51st St,YES,245,1,ACT,6748,-122.1325367,47.65196086,FALSE,FALSE,FALSE,
68400,E,,S,156th Ave NE,Far side,NE 20th St,YES,245,1,ACT,6755,-122.132471,47.62757178,FALSE,FALSE,FALSE,
68410,E,,S,156th Ave NE,Far side,NE 15th Pl,YES,245 B,1,ACT,6763,-122.1324941,47.62411208,FALSE,FALSE,FALSE,
68435,E,,S,156th Ave NE,Far side,NE 12th St,YES,245,1,ACT,6769,-122.1325085,47.62046522,FALSE,FALSE,FALSE,
68438,E,,S,156th Ave NE,Far side,NE 10th St,YES,245 B,1,ACT,6770,-122.1325082,47.6183441,FALSE,FALSE,FALSE,
68440,E,,S,156th Ave NE,Far side,NE 8th St,YES,223 245,1,ACT,6771,-122.1325131,47.61658842,FALSE,FALSE,FALSE,
68462,E,,S,156th Ave NE,Far side,NE 45th St,YES,245,1,ACT,6773,-122.1324529,47.64925777,FALSE,FALSE,FALSE,
68474,E,,W,Main St,Far side,148th Ave NE,YES,245,1,ACT,100000878,-122.1441864,47.60993381,FALSE,FALSE,FALSE,
68480,E,,S,156th Ave SE,Far side,Main St,YES,223,1,ACT,6776,-122.1323441,47.60949601,FALSE,FALSE,FALSE,
68496,E,,S,154th Ave NE,Far side,NE 85th St,YES,542E 545E,1,ACT,6779,-122.1347626,47.6779904,FALSE,FALSE,FALSE,
68510,E,,W,Lake Hills Blvd,Far side,154th Ave SE,YES,223,1,ACT,6782,-122.1360268,47.60290191,FALSE,FALSE,FALSE,
68540,E,,S,148th Ave SE,Far side,Lake Hills Blvd,YES,223,1,ACT,6785,-122.1427998,47.59817419,FALSE,FALSE,FALSE,
68560,E,,S,148th Ave SE,Near middle,SE 22nd St,YES,223,1,ACT,6787,-122.1428977,47.59175403,FALSE,FALSE,FALSE,
68592,E,,N,145th Pl SE,Near side,SE 22nd St,YES,226 245 271,1,ACT,6795,-122.1461098,47.59022761,FALSE,FALSE,FALSE,
68594,E,,N,145th Pl SE,Far side,SE 17th St,YES,245 271,1,ACT,6797,-122.1494786,47.5955425,FALSE,FALSE,FALSE,
68596,E,,N,145th Pl SE,Far side,Lake Hills Blvd,YES,245 271,1,ACT,6799,-122.1511282,47.59809777,FALSE,FALSE,FALSE,
68597,E,,S,140th Ave SE,Near side,Lake Hills Blvd,YES,245 271,1,ACT,6800,-122.1535035,47.60161028,FALSE,FALSE,FALSE,
68598,E,,W,Lake Hills Connector,Far side,140th Ave SE,YES,271,1,ACT,6801,-122.1541289,47.60277135,FALSE,FALSE,FALSE,
68610,E,,N,148th Ave SE,Far side,SE 24th St,YES,223,1,ACT,6803,-122.1425205,47.58932933,FALSE,FALSE,FALSE,
68611,E,,S,145th Pl SE,Far side,Lake Hills Blvd,YES,245 271,1,ACT,6804,-122.1505794,47.59691661,FALSE,FALSE,FALSE,
68612,E,,W,SE 24th St,Far side,148th Ave SE,YES,223 226 245 271,1,ACT,6805,-122.1435483,47.58909925,FALSE,FALSE,FALSE,
68613,E,,E,SE 24th St,Far side,148th Ave SE,YES,223 226 245 271,1,ACT,6806,-122.1440676,47.58896138,FALSE,FALSE,FALSE,
68620,E,,N,148th Ave SE,Far middle,SE 22nd St,YES,223,1,ACT,6808,-122.1425221,47.59180881,FALSE,FALSE,FALSE,
68630,E,,N,148th Ave SE,Far middle,SE 16th St,YES,223,1,ACT,6809,-122.1424735,47.59696823,FALSE,FALSE,FALSE,
68670,E,,E,Lake Hills Blvd,Near side,154th Ave SE,YES,223,1,ACT,6813,-122.135576,47.60287088,FALSE,FALSE,FALSE,
68750,E,,N,156th Ave NE,Near side,NE 10th St,YES,245 B,2,ACT,6824,-122.1323063,47.61837684,FALSE,FALSE,FALSE,
68770,E,,N,156th Ave NE,Far side,NE 13th St,YES,245,1,ACT,6825,-122.1323034,47.62166988,FALSE,FALSE,FALSE,
68780,E,,N,156th Ave NE,Far side,NE 15th St,YES,245 B,1,ACT,6826,-122.1322912,47.62410508,FALSE,FALSE,FALSE,
68786,E,,S,156th Ave NE,Far side,NE 28th St,YES,245 B,1,ACT,6829,-122.1324592,47.63489218,FALSE,FALSE,FALSE,
68788,E,,N,156th Ave NE,Far side,NE 24th St,YES,245 B,1,ACT,6830,-122.1322493,47.63184972,FALSE,FALSE,FALSE,
68871,NL,,S,Lake Washington Blvd NE,Near side,Lakeview Dr NE,YES,250,1,ACT,6836,-122.2049628,47.65675004,FALSE,FALSE,FALSE,
68990,E,,S,Bellevue Way NE,Far middle,NE 17th St,YES,249,1,ACT,6851,-122.2017504,47.62490124,FALSE,FALSE,FALSE,
69010,E,,S,Bellevue Way NE,Far side,NE 12th St,YES,249,1,ACT,6853,-122.2017864,47.62056775,FALSE,FALSE,FALSE,
69026,E,,E,NE 10th St,Near side,109th Ave NE,YES,226 250,1,ACT,100000438,-122.1944561,47.6192474,FALSE,FALSE,FALSE,
69028,E,,W,NE 10th St,Far side,116th Ave NE,YES,226 250,1,ACT,9378,-122.1871291,47.6192901,FALSE,FALSE,FALSE,
69540,NL,,S,68th Ave NE,Far side,NE 175th St,YES,225,1,ACT,6901,-122.2498818,47.75718684,FALSE,FALSE,FALSE,
69630,NL,,S,84th Ave NE,Far side,NE 155th St,YES,225,1,ACT,6920,-122.2290233,47.74029915,FALSE,FALSE,FALSE,
70022,NL,,N,68th Ave NE,Far side,NE Bothell Way,YES,225,1,ACT,6985,-122.2496087,47.75925052,FALSE,FALSE,FALSE,
70100,NL,,S,Juanita Woodinville Way NE,Far side,NE 140th St,YES,231,1,ACT,7002,-122.2026001,47.72544537,FALSE,FALSE,FALSE,
70130,NL,,S,100th Ave NE,Far side,NE 132nd St,YES,230 231,1,ACT,7005,-122.2078573,47.71803051,FALSE,FALSE,FALSE,
70150,NL,,S,100th Ave NE,Far side,NE 124th St,YES,230 231 255,1,ACT,7007,-122.2079355,47.71070371,FALSE,FALSE,FALSE,
70160,NL,,S,NE 120th Pl,Far side,NE 122nd St,YES,230 231 255,1,ACT,7009,-122.2089443,47.70921804,FALSE,FALSE,FALSE,
70170,NL,,S,98th Ave NE,Far middle,NE Juanita Dr,YES,230 231 255,1,ACT,7012,-122.2104845,47.703261,FALSE,FALSE,FALSE,
70180,NL,,N,98th Ave NE,Far middle,NE 116th St,YES,230 231 255,1,ACT,7013,-122.2103313,47.70483917,FALSE,FALSE,FALSE,
70310,NL,,N,Juanita Woodinville Way NE,Near side,115th Ave NE,YES,231 256,1,ACT,7031,-122.1891142,47.74059592,FALSE,FALSE,FALSE,
70340,NL,,S,Market St,Far side,18th Ave,YES,255,1,ACT,7040,-122.2100456,47.68976727,FALSE,FALSE,FALSE,
70350,NL,,S,Market St,Far side,16th Ave W,YES,255,1,ACT,7041,-122.2100667,47.68765108,FALSE,FALSE,FALSE,
70608,E,,W,NE 8th St,Far side,102nd Ave NE,YES,271,1,ACT,7087,-122.2048242,47.61749889,FALSE,FALSE,FALSE,
70619,E,,W,NE 8th St,Far side,100th Ave NE,YES,271,1,ACT,7089,-122.2075293,47.61750766,FALSE,FALSE,FALSE,
70676,NL,,S,6th St,Far side,Kirkland Way,YES,245 255,1,ACT,7099,-122.1970181,47.67614552,FALSE,FALSE,FALSE,
70677,NL,,S,6th St S,Far side,5th Ave S,YES,245 255,1,ACT,7100,-122.1964061,47.67154286,FALSE,FALSE,FALSE,
70679,NL,,S,6th St S,Near side,9th Ave S,YES,245 255,1,ACT,7101,-122.1963751,47.66896912,FALSE,FALSE,FALSE,
70681,NL,,E,NE 68th St,Far side,6th St S,YES,245,1,ACT,7102,-122.1953974,47.66666828,FALSE,FALSE,FALSE,
70702,NL,,N,3rd Ave NW,Far side,NW Richmond Beach Rd,YES,331,1,ACT,7111,-122.3611074,47.76536674,FALSE,FALSE,FALSE,
70835,E,,E,Main St,Far side,148th Ave SE,YES,245,1,ACT,100000884,-122.1418837,47.60978511,FALSE,FALSE,FALSE,
71140,E,,S,West Lake Sammamish Pkwy NE,Far side,NE 40th St,YES,222 895EN,1,ACT,7189,-122.1079143,47.64570277,FALSE,FALSE,FALSE,
71240,E,,W,NE 24th St,Near side,180th Ave NE,YES,895E,1,ACT,7206,-122.1000845,47.63125006,FALSE,FALSE,FALSE,
71250,E,,W,NE 24th St,Far side,175th Ave NE,YES,222 895EN,1,ACT,7207,-122.1069242,47.63128726,FALSE,FALSE,FALSE,
71270,E,,W,NE 24th St,Near side,169th Ave NE,YES,222,1,ACT,7209,-122.1138091,47.63134355,FALSE,FALSE,FALSE,
71300,E,,W,NE 24th St,Near side,161st Ave NE,YES,222 226,1,ACT,7212,-122.1252801,47.63150513,FALSE,FALSE,FALSE,
71322,E,,W,NE 24th St,Far side,Bel-Red Rd,YES,222,1,ACT,7215,-122.1344428,47.63164919,FALSE,FALSE,FALSE,
71326,E,,N,152nd Ave NE,Far side,Overlake P&R AcRd,YES,222 223,1,ACT,100000039,-122.1376016,47.63370976,FALSE,FALSE,FALSE,
71331,E,,S,152nd Ave NE,Far side,Overlake P&R AcRd,YES,222 223,1,ACT,100000025,-122.1377978,47.63296117,FALSE,FALSE,FALSE,
71341,E,,S,SR 520 Ramp,Far side,NE 51st St,YES,542E 545E,2,ACT,7226,-122.138756,47.65384524,FALSE,FALSE,FALSE,
71370,E,,E,NE 24th St,Far side,152nd Ave NE,YES,222,1,ACT,7235,-122.137128,47.63148494,FALSE,FALSE,FALSE,
71850,E,,S,Avondale Rd NE,Far middle,NE 116th St,YES,250,1,ACT,7292,-122.0929391,47.7020036,FALSE,FALSE,FALSE,
71876,E,,S,Avondale Rd NE,Far side,NE Novelty Hill Rd,YES,250,1,ACT,7298,-122.0937083,47.6873358,FALSE,FALSE,FALSE,
71880,E,,S,Avondale Rd NE,Far side,NE 95th St,YES,250,1,ACT,7299,-122.0962104,47.68536194,FALSE,FALSE,FALSE,
71890,E,,S,Avondale Rd NE,Far side,180th Ave NE,YES,250,1,ACT,7300,-122.1000583,47.68230703,FALSE,FALSE,FALSE,
71910,E,,S,Avondale Rd NE,Near side,NE 85th Pl,YES,250,1,ACT,7301,-122.1045698,47.67867784,FALSE,FALSE,FALSE,
71970,E,,W,Redmond Way,Far side,160th Ave NE,YES,222 223 250,1,ACT,7307,-122.1279569,47.67483911,FALSE,FALSE,FALSE,
71990,E,,W,NE Old Redmond Rd,Far middle,NE 68th St,YES,223,1,ACT,7316,-122.1359927,47.66713359,FALSE,FALSE,FALSE,
72015,E,,W,NE Old Redmond Rd,Far side,148th Ave NE,YES,225 245,1,ACT,7318,-122.1439859,47.6674913,FALSE,FALSE,FALSE,
72040,E,,W,NE Old Redmond Rd,Near side,140th Ave NE,YES,225 245,1,ACT,7320,-122.1530774,47.66617744,FALSE,FALSE,FALSE,
72050,E,,W,NE Old Redmond Rd,Near side,137th Ave NE,YES,225 245,1,ACT,7321,-122.1582881,47.66709334,FALSE,FALSE,FALSE,
72060,NL,,W,NE 70th Pl,Far side,132nd Ave NE,YES,245 895E,1,ACT,7322,-122.1646919,47.66703705,FALSE,FALSE,FALSE,
72230,NL,,S,State St,Far side,4th Ave S,YES,250,1,ACT,7345,-122.2023952,47.672519,FALSE,FALSE,FALSE,
72232,NL,,S,State St,Far side,6th Ave S,YES,250,1,ACT,7346,-122.2024021,47.67108545,FALSE,FALSE,FALSE,
72294,NL,,E,NE 72nd Pl,Near middle,116th Ave NE,YES,245,1,ACT,7353,-122.1878564,47.66934218,FALSE,FALSE,FALSE,
72310,NL,,E,NE 70th St,Far side,120th Ave NE,YES,245,1,ACT,7363,-122.1795851,47.66814714,FALSE,FALSE,FALSE,
72312,NL,,E,NE 70th Pl,Far side,116th Ave NE,YES,245,1,ACT,7364,-122.1844998,47.66889124,FALSE,FALSE,FALSE,
72314,NL,2,W,Houghton P&R AcRd,Near side,116th Ave NE,YES,,1,ACT,7365,-122.185583,47.66808926,FALSE,FALSE,FALSE,
72380,E,,E,NE Old Redmond Rd,Far side,137th Ave NE,YES,225 245,1,ACT,7378,-122.1577864,47.66699471,FALSE,FALSE,FALSE,
72391,E,,E,NE Old Redmond Rd,Far side,140th Ave NE,YES,225 245,1,ACT,100012349,-122.1529721,47.66602703,FALSE,FALSE,FALSE,
72456,E,,S,West Lake Sammamish Pkwy NE,Near middle,Leary Way NE,YES,222 542E 545E,1,ACT,7389,-122.1309488,47.66996155,FALSE,FALSE,FALSE,
72479,E,4,E,Cleveland St,Far side,164th Ave NE,UNK,222 224 250 930,2,ACT,100016488,-122.1203085,47.67238103,FALSE,FALSE,FALSE,
72880,E,,N,150th Ave SE,Far side,SE Eastgate Way,YES,223 226 245 271,1,ACT,7425,-122.1415926,47.58127338,FALSE,FALSE,FALSE,
72932,E,,W,NE 8th St,Far side,98th Ave NE,YES,271,1,ACT,7443,-122.2101732,47.61750449,FALSE,FALSE,FALSE,
72940,E,,W,NE 8th St,Near side,92nd Ave NE,YES,271,1,ACT,7446,-122.2173264,47.61749204,FALSE,FALSE,FALSE,
72960,NL,,W,NE 12th St,Near side,84th Ave NE,YES,271,1,ACT,7448,-122.2274924,47.62110357,FALSE,FALSE,FALSE,
72980,NL,,N,84th Ave NE,Far middle,NE 24th St,YES,271,1,ACT,7450,-122.2277806,47.63261371,FALSE,FALSE,FALSE,
72983,E,,S,Kelsey Creek Rd,Near side,Tye River Rd,YES,223 226 245 271,1,ACT,7451,-122.1483678,47.58575336,FALSE,FALSE,FALSE,
73010,NL,,S,84th Ave NE,Near side,NE 24th St,YES,271,1,ACT,7455,-122.2279873,47.6327587,FALSE,FALSE,FALSE,
73055,E,,N,116th Ave NE,Near side,NE 12th St,YES,226 250,1,ACT,7470,-122.185578,47.62249355,FALSE,FALSE,FALSE,
73095,E,,W,Redmond Way,Far side,Willows Rd NE,YES,250,1,ACT,7485,-122.1371784,47.67508244,FALSE,FALSE,FALSE,
73100,E,,W,Redmond Way,Near side,149th Pl NE,YES,250,1,ACT,7486,-122.1397872,47.67518088,FALSE,FALSE,FALSE,
73108,E,,S,148th Ave NE,Near side,NE 87th St,YES,B,1,ACT,7488,-122.1452219,47.6807615,FALSE,FALSE,FALSE,
73110,E,,S,148th Ave NE,Far middle,Redmond Way,YES,B,1,ACT,7489,-122.1432113,47.67428555,FALSE,FALSE,FALSE,
73130,E,,S,148th Ave NE,Far middle,NE Old Redmond Rd,YES,223 225 245 B,1,ACT,7492,-122.1432948,47.6671291,FALSE,FALSE,FALSE,
73167,E,,E,NE 51st St,Far side,148th Ave NE,YES,245,1,ACT,7494,-122.1421131,47.65485631,FALSE,FALSE,FALSE,
73168,E,,E,NE 51st St,Near side,154th Ave NE,YES,245,1,ACT,7495,-122.1351328,47.65403176,FALSE,FALSE,FALSE,
73188,E,,W,NE 51st St,Far side,154th Ave NE,YES,245,1,ACT,7497,-122.1349899,47.65415815,FALSE,FALSE,FALSE,
73240,E,,S,148th Ave NE,Far side,NE 51st St,YES,223 225 B,1,ACT,7499,-122.1434594,47.65465438,FALSE,FALSE,FALSE,
73243,E,,S,148th Ave NE,Far side,NE 46th St,YES,223 225 B,1,ACT,7500,-122.1434304,47.65189638,FALSE,FALSE,FALSE,
73246,E,,S,148th Ave NE,Far side,NE 43rd Pl,YES,223 225,1,ACT,7501,-122.1432402,47.64804896,FALSE,FALSE,FALSE,
73248,E,,S,148th Ave NE,Far side,NE 40th St,YES,223,1,ACT,7502,-122.1431482,47.64536325,FALSE,FALSE,FALSE,
73250,E,,S,148th Ave NE,Near side,NE 37th Pl,YES,223,1,ACT,7503,-122.1431566,47.64408488,FALSE,FALSE,FALSE,
